"tensor(3.6716, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.1767, device='cuda:0')"
"tensor(-3.3897, device='cuda:0')","tensor(2.5193, device='cuda:0')","tensor(1.3455, device='cuda:0')"
"tensor(-6.6050, device='cuda:0')","tensor(5.7050, device='cuda:0')","tensor(-0.0679, device='cuda:0')"
"tensor(-4.6036, device='cuda:0')","tensor(4.5616, device='cuda:0')","tensor(-0.9665, device='cuda:0')"
"tensor(-5.1828, device='cuda:0')","tensor(5.3927, device='cuda:0')","tensor(-1.2631, device='cuda:0')"
"tensor(-5.2337, device='cuda:0')","tensor(5.3558, device='cuda:0')","tensor(-1.1080, device='cuda:0')"
"tensor(-7.2639, device='cuda:0')","tensor(6.3500, device='cuda:0')","tensor(-0.0193, device='cuda:0')"
"tensor(-4.5769, device='cuda:0')","tensor(3.7286, device='cuda:0')","tensor(0.0850, device='cuda:0')"
"tensor(-4.2285, device='cuda:0')","tensor(4.6865, device='cuda:0')","tensor(-1.1088, device='cuda:0')"
"tensor(-4.7693, device='cuda:0')","tensor(5.0665, device='cuda:0')","tensor(-1.2978, device='cuda:0')"
"tensor(-0.8102, device='cuda:0')","tensor(1.6533, device='cuda:0')","tensor(-0.4610, device='cuda:0')"
"tensor(-3.0215, device='cuda:0')","tensor(1.7813, device='cuda:0')","tensor(2.4012, device='cuda:0')"
"tensor(-4.3647, device='cuda:0')","tensor(2.3736, device='cuda:0')","tensor(2.0304, device='cuda:0')"
"tensor(-5.8132, device='cuda:0')","tensor(6.0503, device='cuda:0')","tensor(-1.4770, device='cuda:0')"
"tensor(-4.2855, device='cuda:0')","tensor(3.0243, device='cuda:0')","tensor(1.7756, device='cuda:0')"
"tensor(-4.9834, device='cuda:0')","tensor(4.4755, device='cuda:0')","tensor(-0.0308, device='cuda:0')"
"tensor(-6.5579, device='cuda:0')","tensor(5.5995, device='cuda:0')","tensor(0.9311, device='cuda:0')"
"tensor(-4.9392, device='cuda:0')","tensor(4.7464, device='cuda:0')","tensor(-0.9614, device='cuda:0')"
"tensor(-5.7403, device='cuda:0')","tensor(4.7173, device='cuda:0')","tensor(0.1991, device='cuda:0')"
"tensor(-6.6026, device='cuda:0')","tensor(4.6497, device='cuda:0')","tensor(1.7384, device='cuda:0')"
"tensor(-3.5970, device='cuda:0')","tensor(4.5359, device='cuda:0')","tensor(-1.6766, device='cuda:0')"
"tensor(-6.2746, device='cuda:0')","tensor(5.5739, device='cuda:0')","tensor(-0.3772, device='cuda:0')"
"tensor(-5.9180, device='cuda:0')","tensor(5.8686, device='cuda:0')","tensor(-1.1645, device='cuda:0')"
"tensor(-5.6974, device='cuda:0')","tensor(5.0521, device='cuda:0')","tensor(-0.1109, device='cuda:0')"
"tensor(-5.9666, device='cuda:0')","tensor(5.3039, device='cuda:0')","tensor(-0.4441, device='cuda:0')"
"tensor(-4.2009, device='cuda:0')","tensor(3.7670, device='cuda:0')","tensor(0.4755, device='cuda:0')"
"tensor(-4.3063, device='cuda:0')","tensor(3.7558, device='cuda:0')","tensor(-0.0101, device='cuda:0')"
"tensor(-5.2462, device='cuda:0')","tensor(4.8144, device='cuda:0')","tensor(-0.4358, device='cuda:0')"
"tensor(-5.6964, device='cuda:0')","tensor(5.5316, device='cuda:0')","tensor(-0.4209, device='cuda:0')"
"tensor(0.4752, device='cuda:0')","tensor(-0.6927, device='cuda:0')","tensor(1.5964, device='cuda:0')"
"tensor(-6.8146, device='cuda:0')","tensor(4.3873, device='cuda:0')","tensor(2.2953, device='cuda:0')"
"tensor(-7.5464, device='cuda:0')","tensor(6.7900, device='cuda:0')","tensor(-0.5616, device='cuda:0')"
"tensor(-0.5105, device='cuda:0')","tensor(0.1090, device='cuda:0')","tensor(1.3396, device='cuda:0')"
"tensor(-3.4291, device='cuda:0')","tensor(2.3253, device='cuda:0')","tensor(1.6600, device='cuda:0')"
"tensor(-5.2502, device='cuda:0')","tensor(4.7037, device='cuda:0')","tensor(-0.0854, device='cuda:0')"
"tensor(-4.1820, device='cuda:0')","tensor(1.9323, device='cuda:0')","tensor(3.4131, device='cuda:0')"
"tensor(-3.0901, device='cuda:0')","tensor(2.3538, device='cuda:0')","tensor(1.2043, device='cuda:0')"
"tensor(-6.4010, device='cuda:0')","tensor(6.5274, device='cuda:0')","tensor(-1.2087, device='cuda:0')"
"tensor(-7.5276, device='cuda:0')","tensor(6.7733, device='cuda:0')","tensor(-0.0518, device='cuda:0')"
"tensor(-2.0375, device='cuda:0')","tensor(2.0502, device='cuda:0')","tensor(0.7113, device='cuda:0')"
"tensor(0.0795, device='cuda:0')","tensor(0.1919, device='cuda:0')","tensor(0.4766, device='cuda:0')"
"tensor(-4.5224, device='cuda:0')","tensor(3.6841, device='cuda:0')","tensor(0.7933, device='cuda:0')"
"tensor(-5.2489, device='cuda:0')","tensor(4.8077, device='cuda:0')","tensor(-0.2668, device='cuda:0')"
"tensor(-4.6026, device='cuda:0')","tensor(3.4082, device='cuda:0')","tensor(1.4564, device='cuda:0')"
"tensor(-1.7225, device='cuda:0')","tensor(0.0941, device='cuda:0')","tensor(2.9869, device='cuda:0')"
"tensor(-5.0686, device='cuda:0')","tensor(3.6065, device='cuda:0')","tensor(1.0776, device='cuda:0')"
"tensor(-6.3544, device='cuda:0')","tensor(5.0402, device='cuda:0')","tensor(0.7235, device='cuda:0')"
"tensor(-4.5107, device='cuda:0')","tensor(4.9763, device='cuda:0')","tensor(-1.7789, device='cuda:0')"
"tensor(-2.3292, device='cuda:0')","tensor(0.9468, device='cuda:0')","tensor(2.4413, device='cuda:0')"
"tensor(-6.8799, device='cuda:0')","tensor(4.8920, device='cuda:0')","tensor(1.5733, device='cuda:0')"
"tensor(-4.1268, device='cuda:0')","tensor(4.9120, device='cuda:0')","tensor(-2.0491, device='cuda:0')"
"tensor(-4.4693, device='cuda:0')","tensor(3.5215, device='cuda:0')","tensor(0.4574, device='cuda:0')"
"tensor(-6.2246, device='cuda:0')","tensor(5.5309, device='cuda:0')","tensor(-0.3520, device='cuda:0')"
"tensor(-4.8492, device='cuda:0')","tensor(5.0192, device='cuda:0')","tensor(-1.1329, device='cuda:0')"
"tensor(-4.2978, device='cuda:0')","tensor(3.0827, device='cuda:0')","tensor(1.1560, device='cuda:0')"
"tensor(-5.1634, device='cuda:0')","tensor(4.2905, device='cuda:0')","tensor(0.2304, device='cuda:0')"
"tensor(-5.3818, device='cuda:0')","tensor(4.8034, device='cuda:0')","tensor(-0.2996, device='cuda:0')"
"tensor(-6.1374, device='cuda:0')","tensor(6.4212, device='cuda:0')","tensor(-1.3536, device='cuda:0')"
"tensor(-5.1019, device='cuda:0')","tensor(4.8893, device='cuda:0')","tensor(-0.5329, device='cuda:0')"
"tensor(-4.8550, device='cuda:0')","tensor(4.3812, device='cuda:0')","tensor(-0.2190, device='cuda:0')"
"tensor(-6.6942, device='cuda:0')","tensor(5.6264, device='cuda:0')","tensor(0.4216, device='cuda:0')"
"tensor(-6.0069, device='cuda:0')","tensor(4.2256, device='cuda:0')","tensor(1.2845, device='cuda:0')"
"tensor(-3.8088, device='cuda:0')","tensor(3.9430, device='cuda:0')","tensor(0.0772, device='cuda:0')"
"tensor(-5.6116, device='cuda:0')","tensor(4.7985, device='cuda:0')","tensor(0.2952, device='cuda:0')"
"tensor(-4.4307, device='cuda:0')","tensor(4.6455, device='cuda:0')","tensor(-1.4134, device='cuda:0')"
"tensor(-4.8439, device='cuda:0')","tensor(4.3472, device='cuda:0')","tensor(-0.1682, device='cuda:0')"
"tensor(0.8072, device='cuda:0')","tensor(-0.8728, device='cuda:0')","tensor(0.8782, device='cuda:0')"
"tensor(-3.1818, device='cuda:0')","tensor(2.1323, device='cuda:0')","tensor(1.5087, device='cuda:0')"
"tensor(2.7196, device='cuda:0')","tensor(-2.5928, device='cuda:0')","tensor(1.3934, device='cuda:0')"
"tensor(-5.1570, device='cuda:0')","tensor(5.6351, device='cuda:0')","tensor(-1.7547, device='cuda:0')"
"tensor(-2.1899, device='cuda:0')","tensor(2.6129, device='cuda:0')","tensor(-0.3187, device='cuda:0')"
"tensor(-6.0798, device='cuda:0')","tensor(5.4132, device='cuda:0')","tensor(-0.5321, device='cuda:0')"
"tensor(-9.3388, device='cuda:0')","tensor(8.7125, device='cuda:0')","tensor(-0.3707, device='cuda:0')"
"tensor(-6.8198, device='cuda:0')","tensor(6.0198, device='cuda:0')","tensor(-0.1961, device='cuda:0')"
"tensor(-6.8677, device='cuda:0')","tensor(5.9315, device='cuda:0')","tensor(-0.1293, device='cuda:0')"
"tensor(-3.4630, device='cuda:0')","tensor(1.9732, device='cuda:0')","tensor(1.5796, device='cuda:0')"
"tensor(-6.2429, device='cuda:0')","tensor(5.5376, device='cuda:0')","tensor(-0.3522, device='cuda:0')"
"tensor(-5.2074, device='cuda:0')","tensor(4.6915, device='cuda:0')","tensor(-0.3177, device='cuda:0')"
"tensor(-7.3027, device='cuda:0')","tensor(7.0146, device='cuda:0')","tensor(-1.2558, device='cuda:0')"
"tensor(-6.1139, device='cuda:0')","tensor(5.2812, device='cuda:0')","tensor(0.1530, device='cuda:0')"
"tensor(-6.4993, device='cuda:0')","tensor(5.2239, device='cuda:0')","tensor(0.4007, device='cuda:0')"
"tensor(-3.1966, device='cuda:0')","tensor(2.9367, device='cuda:0')","tensor(0.3612, device='cuda:0')"
"tensor(1.3838, device='cuda:0')","tensor(-1.5628, device='cuda:0')","tensor(1.5491, device='cuda:0')"
"tensor(-6.1198, device='cuda:0')","tensor(6.3550, device='cuda:0')","tensor(-1.5240, device='cuda:0')"
"tensor(-5.1216, device='cuda:0')","tensor(4.8910, device='cuda:0')","tensor(-0.5149, device='cuda:0')"
"tensor(-6.3825, device='cuda:0')","tensor(6.5685, device='cuda:0')","tensor(-1.4354, device='cuda:0')"
"tensor(-4.7100, device='cuda:0')","tensor(5.1189, device='cuda:0')","tensor(-1.4002, device='cuda:0')"
"tensor(-5.0338, device='cuda:0')","tensor(6.2822, device='cuda:0')","tensor(-3.1189, device='cuda:0')"
"tensor(-6.4100, device='cuda:0')","tensor(6.5357, device='cuda:0')","tensor(-1.5002, device='cuda:0')"
"tensor(-4.8933, device='cuda:0')","tensor(4.8421, device='cuda:0')","tensor(-0.3278, device='cuda:0')"
"tensor(-5.4658, device='cuda:0')","tensor(6.0548, device='cuda:0')","tensor(-1.9688, device='cuda:0')"
"tensor(-3.0307, device='cuda:0')","tensor(3.8567, device='cuda:0')","tensor(-1.6406, device='cuda:0')"
"tensor(-5.6183, device='cuda:0')","tensor(5.8548, device='cuda:0')","tensor(-1.4249, device='cuda:0')"
"tensor(-5.6357, device='cuda:0')","tensor(5.7660, device='cuda:0')","tensor(-1.2690, device='cuda:0')"
"tensor(-6.1405, device='cuda:0')","tensor(6.2880, device='cuda:0')","tensor(-1.4110, device='cuda:0')"
"tensor(-6.6282, device='cuda:0')","tensor(7.0087, device='cuda:0')","tensor(-1.8655, device='cuda:0')"
"tensor(-5.1102, device='cuda:0')","tensor(5.4608, device='cuda:0')","tensor(-1.5060, device='cuda:0')"
"tensor(-7.1129, device='cuda:0')","tensor(7.7488, device='cuda:0')","tensor(-2.3246, device='cuda:0')"
"tensor(-5.4668, device='cuda:0')","tensor(5.7858, device='cuda:0')","tensor(-1.5046, device='cuda:0')"
"tensor(-7.7840, device='cuda:0')","tensor(8.3288, device='cuda:0')","tensor(-2.2923, device='cuda:0')"
"tensor(-6.3733, device='cuda:0')","tensor(6.9477, device='cuda:0')","tensor(-2.1109, device='cuda:0')"
"tensor(-5.5543, device='cuda:0')","tensor(6.0846, device='cuda:0')","tensor(-1.8580, device='cuda:0')"
"tensor(-6.0417, device='cuda:0')","tensor(6.3315, device='cuda:0')","tensor(-1.4984, device='cuda:0')"
"tensor(-5.2155, device='cuda:0')","tensor(5.6520, device='cuda:0')","tensor(-1.6563, device='cuda:0')"
"tensor(-6.3798, device='cuda:0')","tensor(6.5544, device='cuda:0')","tensor(-1.5507, device='cuda:0')"
"tensor(-7.1424, device='cuda:0')","tensor(7.7688, device='cuda:0')","tensor(-2.3123, device='cuda:0')"
"tensor(-6.5204, device='cuda:0')","tensor(6.9145, device='cuda:0')","tensor(-1.9352, device='cuda:0')"
"tensor(-3.8323, device='cuda:0')","tensor(4.2481, device='cuda:0')","tensor(-1.1448, device='cuda:0')"
"tensor(0.9038, device='cuda:0')","tensor(0.2370, device='cuda:0')","tensor(-0.5673, device='cuda:0')"
"tensor(-6.6325, device='cuda:0')","tensor(7.0654, device='cuda:0')","tensor(-1.7927, device='cuda:0')"
"tensor(-5.4288, device='cuda:0')","tensor(5.8650, device='cuda:0')","tensor(-1.6378, device='cuda:0')"
"tensor(-5.9466, device='cuda:0')","tensor(4.9209, device='cuda:0')","tensor(0.4269, device='cuda:0')"
"tensor(-4.2694, device='cuda:0')","tensor(3.8101, device='cuda:0')","tensor(-0.0759, device='cuda:0')"
"tensor(-6.6067, device='cuda:0')","tensor(4.0942, device='cuda:0')","tensor(2.7004, device='cuda:0')"
"tensor(-0.5119, device='cuda:0')","tensor(-1.9422, device='cuda:0')","tensor(4.6662, device='cuda:0')"
"tensor(-4.7430, device='cuda:0')","tensor(2.1370, device='cuda:0')","tensor(2.8820, device='cuda:0')"
"tensor(-2.9507, device='cuda:0')","tensor(3.6611, device='cuda:0')","tensor(-0.3890, device='cuda:0')"
"tensor(-6.0688, device='cuda:0')","tensor(5.2124, device='cuda:0')","tensor(0.3683, device='cuda:0')"
"tensor(-5.2994, device='cuda:0')","tensor(4.8683, device='cuda:0')","tensor(-0.3174, device='cuda:0')"
"tensor(-5.2591, device='cuda:0')","tensor(4.1935, device='cuda:0')","tensor(0.6737, device='cuda:0')"
"tensor(-6.3714, device='cuda:0')","tensor(6.4798, device='cuda:0')","tensor(-1.1494, device='cuda:0')"
"tensor(-5.2009, device='cuda:0')","tensor(4.6164, device='cuda:0')","tensor(0.6775, device='cuda:0')"
"tensor(-3.5197, device='cuda:0')","tensor(3.9219, device='cuda:0')","tensor(-0.9795, device='cuda:0')"
"tensor(-5.1102, device='cuda:0')","tensor(4.5173, device='cuda:0')","tensor(0.6524, device='cuda:0')"
"tensor(-6.9773, device='cuda:0')","tensor(6.3447, device='cuda:0')","tensor(-0.2356, device='cuda:0')"
"tensor(-5.7724, device='cuda:0')","tensor(4.7525, device='cuda:0')","tensor(0.1723, device='cuda:0')"
"tensor(-5.1666, device='cuda:0')","tensor(4.9487, device='cuda:0')","tensor(-1.0565, device='cuda:0')"
"tensor(-4.5347, device='cuda:0')","tensor(4.3677, device='cuda:0')","tensor(0.5841, device='cuda:0')"
"tensor(0.9914, device='cuda:0')","tensor(-2.0446, device='cuda:0')","tensor(3.1014, device='cuda:0')"
"tensor(-0.2267, device='cuda:0')","tensor(-2.2389, device='cuda:0')","tensor(4.8113, device='cuda:0')"
"tensor(0.6060, device='cuda:0')","tensor(-2.1367, device='cuda:0')","tensor(3.6596, device='cuda:0')"
"tensor(-1.1987, device='cuda:0')","tensor(-0.7350, device='cuda:0')","tensor(3.8186, device='cuda:0')"
"tensor(-0.4087, device='cuda:0')","tensor(-1.4348, device='cuda:0')","tensor(3.9175, device='cuda:0')"
"tensor(-0.3922, device='cuda:0')","tensor(-1.9108, device='cuda:0')","tensor(4.5852, device='cuda:0')"
"tensor(0.6506, device='cuda:0')","tensor(-2.1527, device='cuda:0')","tensor(3.4864, device='cuda:0')"
"tensor(-0.6147, device='cuda:0')","tensor(-1.9697, device='cuda:0')","tensor(4.9017, device='cuda:0')"
"tensor(1.9831, device='cuda:0')","tensor(-2.6919, device='cuda:0')","tensor(2.5499, device='cuda:0')"
"tensor(-0.2664, device='cuda:0')","tensor(-1.3194, device='cuda:0')","tensor(3.6242, device='cuda:0')"
"tensor(-1.2168, device='cuda:0')","tensor(-1.5979, device='cuda:0')","tensor(4.7656, device='cuda:0')"
"tensor(-0.0023, device='cuda:0')","tensor(-2.3286, device='cuda:0')","tensor(4.6139, device='cuda:0')"
"tensor(1.5225, device='cuda:0')","tensor(-2.5408, device='cuda:0')","tensor(3.0898, device='cuda:0')"
"tensor(1.1428, device='cuda:0')","tensor(-2.5122, device='cuda:0')","tensor(3.5213, device='cuda:0')"
"tensor(0.2066, device='cuda:0')","tensor(-2.4442, device='cuda:0')","tensor(4.5647, device='cuda:0')"
"tensor(-0.7013, device='cuda:0')","tensor(-1.6006, device='cuda:0')","tensor(4.4254, device='cuda:0')"
"tensor(2.1741, device='cuda:0')","tensor(-2.4964, device='cuda:0')","tensor(2.1551, device='cuda:0')"
"tensor(0.2529, device='cuda:0')","tensor(-2.1325, device='cuda:0')","tensor(4.0227, device='cuda:0')"
"tensor(3.3729, device='cuda:0')","tensor(-2.8918, device='cuda:0')","tensor(1.2898, device='cuda:0')"
"tensor(3.0610, device='cuda:0')","tensor(-3.2318, device='cuda:0')","tensor(2.1953, device='cuda:0')"
"tensor(2.5433, device='cuda:0')","tensor(-2.5570, device='cuda:0')","tensor(1.8696, device='cuda:0')"
"tensor(-0.3291, device='cuda:0')","tensor(-1.9162, device='cuda:0')","tensor(4.4594, device='cuda:0')"
"tensor(0.5932, device='cuda:0')","tensor(-2.1477, device='cuda:0')","tensor(3.6247, device='cuda:0')"
"tensor(0.4487, device='cuda:0')","tensor(-2.0892, device='cuda:0')","tensor(3.7168, device='cuda:0')"
"tensor(-0.0761, device='cuda:0')","tensor(-1.7307, device='cuda:0')","tensor(3.9332, device='cuda:0')"
"tensor(1.4589, device='cuda:0')","tensor(-3.4048, device='cuda:0')","tensor(4.4335, device='cuda:0')"
"tensor(0.9471, device='cuda:0')","tensor(-2.2555, device='cuda:0')","tensor(3.4562, device='cuda:0')"
"tensor(0.3961, device='cuda:0')","tensor(-2.2813, device='cuda:0')","tensor(4.1173, device='cuda:0')"
"tensor(-0.3720, device='cuda:0')","tensor(-2.4542, device='cuda:0')","tensor(5.1638, device='cuda:0')"
"tensor(-0.4188, device='cuda:0')","tensor(-2.3308, device='cuda:0')","tensor(5.0309, device='cuda:0')"
"tensor(-0.1868, device='cuda:0')","tensor(-1.3686, device='cuda:0')","tensor(3.4752, device='cuda:0')"
"tensor(-0.6497, device='cuda:0')","tensor(-2.2639, device='cuda:0')","tensor(5.2384, device='cuda:0')"
"tensor(-0.0272, device='cuda:0')","tensor(-2.3415, device='cuda:0')","tensor(4.7580, device='cuda:0')"
"tensor(-0.1233, device='cuda:0')","tensor(-1.9799, device='cuda:0')","tensor(4.3439, device='cuda:0')"
"tensor(0.4385, device='cuda:0')","tensor(-1.2705, device='cuda:0')","tensor(2.6730, device='cuda:0')"
"tensor(-0.1019, device='cuda:0')","tensor(-2.0623, device='cuda:0')","tensor(4.3903, device='cuda:0')"
"tensor(-0.1943, device='cuda:0')","tensor(-2.0502, device='cuda:0')","tensor(4.4786, device='cuda:0')"
"tensor(-0.0450, device='cuda:0')","tensor(-2.6992, device='cuda:0')","tensor(5.3974, device='cuda:0')"
"tensor(2.7381, device='cuda:0')","tensor(-2.5867, device='cuda:0')","tensor(1.6482, device='cuda:0')"
"tensor(-0.1603, device='cuda:0')","tensor(-1.8220, device='cuda:0')","tensor(4.1095, device='cuda:0')"
"tensor(-1.2796, device='cuda:0')","tensor(-1.8279, device='cuda:0')","tensor(5.7191, device='cuda:0')"
"tensor(0.2946, device='cuda:0')","tensor(-1.8397, device='cuda:0')","tensor(3.6506, device='cuda:0')"
"tensor(-0.7285, device='cuda:0')","tensor(-0.9810, device='cuda:0')","tensor(3.3783, device='cuda:0')"
"tensor(-0.3739, device='cuda:0')","tensor(-0.7050, device='cuda:0')","tensor(2.5895, device='cuda:0')"
"tensor(3.6601, device='cuda:0')","tensor(-3.1574, device='cuda:0')","tensor(1.2759, device='cuda:0')"
"tensor(0.0294, device='cuda:0')","tensor(-1.9669, device='cuda:0')","tensor(4.1099, device='cuda:0')"
"tensor(-0.2906, device='cuda:0')","tensor(-1.6251, device='cuda:0')","tensor(3.9939, device='cuda:0')"
"tensor(-1.7741, device='cuda:0')","tensor(0.9693, device='cuda:0')","tensor(2.0136, device='cuda:0')"
"tensor(-0.2349, device='cuda:0')","tensor(-2.9856, device='cuda:0')","tensor(5.9482, device='cuda:0')"
"tensor(-0.2720, device='cuda:0')","tensor(-2.2100, device='cuda:0')","tensor(4.7388, device='cuda:0')"
"tensor(-0.5622, device='cuda:0')","tensor(-2.1304, device='cuda:0')","tensor(5.0293, device='cuda:0')"
"tensor(2.4608, device='cuda:0')","tensor(-2.5093, device='cuda:0')","tensor(1.8892, device='cuda:0')"
"tensor(0.3547, device='cuda:0')","tensor(-1.7089, device='cuda:0')","tensor(3.3098, device='cuda:0')"
"tensor(1.5540, device='cuda:0')","tensor(-2.4277, device='cuda:0')","tensor(2.7540, device='cuda:0')"
"tensor(0.1672, device='cuda:0')","tensor(-2.0545, device='cuda:0')","tensor(4.1049, device='cuda:0')"
"tensor(-1.4217, device='cuda:0')","tensor(-0.7682, device='cuda:0')","tensor(4.4309, device='cuda:0')"
"tensor(2.1850, device='cuda:0')","tensor(-2.7724, device='cuda:0')","tensor(2.6803, device='cuda:0')"
"tensor(-0.2767, device='cuda:0')","tensor(-2.7632, device='cuda:0')","tensor(5.4187, device='cuda:0')"
"tensor(0.4037, device='cuda:0')","tensor(-1.9617, device='cuda:0')","tensor(3.6346, device='cuda:0')"
"tensor(2.6680, device='cuda:0')","tensor(-2.4686, device='cuda:0')","tensor(1.5359, device='cuda:0')"
"tensor(4.0385, device='cuda:0')","tensor(-3.2219, device='cuda:0')","tensor(0.8917, device='cuda:0')"
"tensor(-0.0556, device='cuda:0')","tensor(-2.0996, device='cuda:0')","tensor(4.3831, device='cuda:0')"
"tensor(-4.4052, device='cuda:0')","tensor(2.3158, device='cuda:0')","tensor(2.2553, device='cuda:0')"
